item_code,item_name,category,uom,predicted_rate,source,last_po_price,last_po_date,erp_rate,live_metal_rate
PRD-SPL-00520,"MS Round Bar, Dia: 6mm",PRD-SPL-,KGS,85.0,recent PO (age-weighted),85.0,2026-03-17,,62.0
PRD-SPL-00518,"MS Round Tube, Dia: 50mm X Thick: 1.5mm",PRD-SPL-,KGS,72.2,recent PO (age-weighted),59.5,2026-06-16,,62.0
PRD-SPL-00501,MS SQUARE PIPE 40 X 40 X 1.5MM,PRD-SPL-,KGS,56.84,recent PO (age-weighted),61.5,2026-08-10,,62.0
PKG-000-00087,Metal Strip,PKG-000-,KGS,62.0,metal benchmark (indicative),,,0,62.0
PNI-000-10120,Mild Steel (MS) Chequered Sheet Size: 8 feet X 4 feet,PNI-000-,KGS,66.5,recent PO (age-weighted),66.5,2026-06-29,,62.0
PNI-000-10118,"Mild Steel L-Angle, Size: 20 mm X 20 mm X 3 mm",PNI-000-,KGS,58.51,recent PO (age-weighted),59.5,2026-08-10,,62.0
PNI-000-10119,"Mild Steel L-Angle, Size: 35 mm X 35 mm X 5 mm",PNI-000-,KGS,55.5,recent PO (age-weighted),56.51,2026-08-10,,62.0
CF-555-00206,"Terminal Support L brackets, MS sand blasted, Size: 125(L) X 35(W) X 4(T) mm, as per dwg: 4007-00-14",CF-555-,KGS,62.0,metal benchmark (indicative),,,0,62.0
CF-555-00205,"Terminal Support brackets, MS sand blasted, Size: 170(L) X 40(W) X 6(T) mm, as per dwg: 4007-00-13",CF-555-,KGS,62.0,metal benchmark (indicative),,,0,62.0
CF-555-00053,"Top Bracket HV, 100 KVA, MS ISMC, Size: 1045 X 100 X 50 MM As Per Drawing",CF-555-,KGS,62.0,metal benchmark (indicative),,,0,62.0
CF-555-00044,"Top Bracket HV, 25 KVA, MS ISMC, Size: 765 X 75 X 40 MM As Per Drawing",CF-555-,KGS,62.0,metal benchmark (indicative),,,0,62.0
CF-555-00048,"Top Bracket HV, 63 KVA, MS ISMC, Size: 960 X 75 X 40 MM As Per Drawing",CF-555-,KGS,62.0,metal benchmark (indicative),,,0,62.0
CF-555-00054,"Top Bracket LV, 100 KVA, MS ISMC, Size: 1045 X 100 X 50 MM As Per Drawing",CF-555-,KGS,62.0,metal benchmark (indicative),,,0,62.0
CF-555-00045,"Top Bracket LV, 25 KVA, MS ISMC, Size: 765 X 75 X 40 MM As Per Drawing",CF-555-,KGS,62.0,metal benchmark (indicative),,,0,62.0
CF-555-00049,"Top Bracket LV, 63 KVA, MS ISMC, Size: 960 X 75 X 40 MM As Per Drawing",CF-555-,KGS,62.0,metal benchmark (indicative),,,0,62.0
MFS-111-00033,Transformer Tank Assembly for 100 KVA,MFS-111-,KGS,62.0,metal benchmark (indicative),,,0,62.0
MFS-111-00030,Transformer Tank Assembly for 25 KVA,MFS-111-,KGS,62.0,metal benchmark (indicative),,,0,62.0
MFS-111-00031,Transformer Tank Assembly for 63 KVA,MFS-111-,KGS,62.0,metal benchmark (indicative),,,0,62.0
CC-555-00404,"Yoke Core Lamination Strips, Size: 125(L) x 45(W), Grade: CRNO, M250-35A, 0.35MM, Core Loss <2.1 W/Kg@1.5 T, 50Hz,  As Per Drawing No: 5005-03-B01-02",CC-555-,KGS,130.0,recent PO (age-weighted),130.0,2025-12-16,,62.0
CC-555-00061,"Yoke Core Lamination Strips, Size: 250(L) X 50(W), Hole: Ø11MM, 3PLX Grade: CRNO, M310, 0.5MM, Max Core Loss 3.1 W/Kg@1.5 T, 50Hz",CC-555-,KGS,62.0,metal benchmark (indicative),,,0,62.0
CC-555-00331,"Yoke Core Lamination Strips, Size: 280(L) X 40(W), Grade: CRNO 0.35 thk MM, Max Core Loss <2.1 W/Kg@1.5 T, 50Hz, As per drawing No: 5019-00-02",CC-555-,KGS,62.0,metal benchmark (indicative),,,0,62.0
CC-555-00169,"Yoke Core Lamination Strips, Size: 330(L) X 70(W), Hole: Ø14MM, 3PLX Grade: CRNO, 0.25MM, Max Core Loss 0.83 W/Kg@1.5 T, 50Hz",CC-555-,KGS,62.0,metal benchmark (indicative),,,0,62.0
CC-555-00481,"Yoke Core Lamination, Size : 252(L) x 80(W) mm, CRNO Grade: M250-35A, 0.35mm, Max Core Loss 2.7W/Kg@1.5T, 50Hz, As Per Drawing No : 5023-B01-02",CC-555-,KGS,62.0,metal benchmark (indicative),,,,62.0
CC-555-00440,"Yoke Core Lamination, Size : 260(L) x 50(W)mm, CRNO Grade : 0.35mm, Max Core Loss : 2.7W/kg@1.5T, 50Hz, As Per Drawing No : 5014-11-B01-02",CC-555-,KGS,132.0,recent PO (age-weighted),132.0,2026-04-07,,62.0
CC-555-00436,"Yoke Core Lamination, Size : 330(L) x 50(W)mm, CRNO Grade : 0.35mm, Max Core Loss 2.7W/kg@1.5T, 50Hz, As Per Drawing No : 5014-09-B01-02",CC-555-,KGS,132.0,recent PO (age-weighted),132.0,2026-04-07,,62.0
CC-555-00479,"Yoke Core Lamination, Size : 415(L) x 65(W) mm, CRNO Grade: M250-35A, 0.35mm, Max Core Loss 2.7W/Kg@1.5T, 50Hz, As Per Drawing No : 5018-02-B01-02",CC-555-,KGS,62.0,metal benchmark (indicative),,,,62.0
CC-555-00466,"Yoke Core Lamination, Size : 560(L) x 60(W) mm, CRNO Grade: M250-35A, 0.35mm, Max Core Loss 2.5W/Kg@1.5T, 50Hz, As Per Drawing No : 2027-01-B01-03",CC-555-,KGS,135.0,recent PO (age-weighted),135.0,2026-07-01,,62.0
CC-555-00167,"Yoke Core Size : 285 (L) x 55 (W), CRNO 0.35 mm Thick , Core Loss : <1.3 W / Kg @ 1.5 T 50Hz,  Grade: CRNO, As Per Drawing No :  5011-04-00-02.",CC-555-,KGS,124.75,recent PO (age-weighted),125.0,2026-02-10,0,62.0
CC-555-00208,"Yoke core 280 (L) x 85 (W) CRNO 0.35 mm Thick , CORE LOSS : MAX 1.2 W / Kg @ 1.5 T 50Hz,  Grade: CRNO, 25C1500, as per Drawing.",CC-555-,KGS,62.0,metal benchmark (indicative),,,0,62.0
CC-555-00366,"Core E & I Lamination 1 - Ph Type 180 CRNO Grade: M210-35A, 0.35MM, Max Core Loss <2.1 W/Kg@1.5 T, 50Hz, As Per Drawing No: 4023-07-00-02",CC-555-,KGS,270.0,metal benchmark (indicative),,,0,270.0
CC-555-00367,"Core E & I Lamination, 1 - Phase, Type 226, CRNO Grade : M250-35A, 0.35(T)mm, Max Core Loss <2.1W/Kg@1.5T, 50Hz, As Per Drawing No : 2024-12-00-02",CC-555-,KGS,170.0,recent PO (age-weighted),170.0,2026-07-21,0,270.0
CC-555-00359,"Core Lamination 1, Size : 495(L) X 140(W) mm, CRNO Grade: M250-35A, 0.35MM, Max Core Loss 2.5 W/Kg@1.5 T, 50Hz, As per Drawing No : 2027-00-03",CC-555-,KGS,270.0,metal benchmark (indicative),,,0,270.0
CC-555-00360,"Core Lamination 2, Size : 460(L) X 140(W) mm, CRNO Grade: M250-35A, 0.35MM, Max Core Loss 2.5 W/Kg@1.5 T, 50Hz, As per Drawing No : 2027-00-03",CC-555-,KGS,270.0,metal benchmark (indicative),,,0,270.0
CC-555-00361,"Core Lamination 3, Size : 300(L) X 140(W) mm, CRNO Grade: M250-35A, 0.35MM, Max Core Loss 2.5 W/Kg@1.5 T, 50Hz, As per Drawing No : 2027-00-03",CC-555-,KGS,270.0,metal benchmark (indicative),,,0,270.0
CC-555-00363,"Limb Core Lamination, Size : 40(L) X 140(W) mm, CRNO Grade: M250-35A, 0.35MM, Core Loss <2.1 W/Kg@1.5 T, 50Hz, As per Drawing No : 2027-00-04",CC-555-,KGS,270.0,metal benchmark (indicative),,,0,270.0
CC-555-00362,"Yoke Core Lamination, Size : 740(L) X 140(W) mm, CRNO Grade: M250-35A, 0.35MM, Core Loss <2.1 W/Kg@1.5 T, 50Hz, As per Drawing No : 2027-00-04",CC-555-,KGS,270.0,metal benchmark (indicative),,,0,270.0
